goos: darwin
goarch: arm64
pkg: github.com/maxpert/amqp-go
cpu: Apple M4 Max
BenchmarkPublishMessage_MultiQueue-16               	   50000	     90237 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueue-16               	   50000	     90539 ns/op	   29846 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueue-16               	   50000	     90614 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92738 ns/op	   29846 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     91355 ns/op	   29846 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92314 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92925 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92882 ns/op	   29846 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92126 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     92484 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     91317 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     91673 ns/op	   29845 B/op	     400 allocs/op
BenchmarkPublishMessage_MultiQueueTopic-16          	   50000	     90573 ns/op	   29845 B/op	     400 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1879 ns/op	     760 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1862 ns/op	     761 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1877 ns/op	     759 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1862 ns/op	     760 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1861 ns/op	     758 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1828 ns/op	     760 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1834 ns/op	     760 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1844 ns/op	     760 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1844 ns/op	     759 B/op	      16 allocs/op
BenchmarkDeliverMessage_ManualAck-16                	   50000	      1887 ns/op	     757 B/op	      16 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       711.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       766.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       748.3 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       704.2 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       741.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       741.5 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       724.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       728.7 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       693.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkAcknowledgeMessage-16                      	   50000	       707.4 ns/op	       0 B/op	       0 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       616.9 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       711.5 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       637.2 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       736.2 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       872.2 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       907.5 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       615.4 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       559.9 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       657.2 ns/op	     672 B/op	       7 allocs/op
BenchmarkPublishConsumeAck_Roundtrip-16             	   50000	       753.3 ns/op	     672 B/op	       7 allocs/op
PASS
ok  	github.com/maxpert/amqp-go/broker	158.992s
goos: darwin
goarch: arm64
pkg: github.com/maxpert/amqp-go/server
cpu: Apple M4 Max
BenchmarkProcessCompleteMessage-16    	   50000	       794.8 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       408.1 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       551.9 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       627.7 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       640.1 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       729.7 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       605.6 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       434.9 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       578.8 ns/op	     544 B/op	       3 allocs/op
BenchmarkProcessCompleteMessage-16    	   50000	       641.2 ns/op	     544 B/op	       3 allocs/op
PASS
ok  	github.com/maxpert/amqp-go/server	1.845s
